Price,Close,Close
Ticker,AMZN,TXT
Date,,
1990-01-02,,3.702528238296509
1990-01-03,,3.591452121734619
1990-01-04,,3.609968423843384
1990-01-05,,3.6840174198150635
1990-01-08,,3.5729401111602783
1990-01-09,,3.517401695251465
1990-01-10,,3.498889923095703
1990-01-11,,3.517401695251465
1990-01-12,,3.3693008422851562
1990-01-15,,3.3878135681152344
1990-01-16,,3.406327486038208
1990-01-17,,3.4433505535125732
1990-01-18,,3.498889923095703
1990-01-19,,3.406327486038208
1990-01-22,,3.3137645721435547
1990-01-23,,3.295248031616211
1990-01-24,,3.2767374515533447
1990-01-25,,3.202688455581665
1990-01-26,,3.2767374515533447
1990-01-29,,3.2767374515533447
1990-01-30,,3.128636121749878
1990-01-31,,3.184175491333008
1990-02-01,,3.2212014198303223
1990-02-02,,3.350788116455078
1990-02-05,,3.4248383045196533
1990-02-06,,3.350788116455078
1990-02-07,,3.4248383045196533
1990-02-08,,3.4803762435913086
1990-02-09,,3.461866617202759
1990-02-12,,3.3137645721435547
1990-02-13,,3.3878135681152344
1990-02-14,,3.3878135681152344
1990-02-15,,3.350788116455078
1990-02-16,,3.3137645721435547
1990-02-20,,3.2212014198303223
1990-02-21,,3.1471505165100098
1990-02-22,,3.239711284637451
1990-02-23,,3.258225440979004
1990-02-26,,3.3322761058807373
1990-02-27,,3.3693008422851562
1990-02-28,,3.4248383045196533
1990-03-01,,3.461866617202759
1990-03-02,,3.5359153747558594
1990-03-05,,3.5733330249786377
1990-03-06,,3.6294565200805664
1990-03-07,,3.6481661796569824
1990-03-08,,3.760417938232422
1990-03-09,,3.7417104244232178
1990-03-12,,3.7417104244232178
1990-03-13,,3.6481661796569824
1990-03-14,,3.55462384223938
1990-03-15,,3.5920419692993164
1990-03-16,,3.55462384223938
1990-03-19,,3.55462384223938
1990-03-20,,3.5920419692993164
1990-03-21,,3.4984986782073975
1990-03-22,,3.442371368408203
1990-03-23,,3.4984986782073975
1990-03-26,,3.517207145690918
1990-03-27,,3.4236624240875244
1990-03-28,,3.4049551486968994
1990-03-29,,3.3862476348876953
1990-03-30,,3.3862476348876953
1990-04-02,,3.3675386905670166
