Price,Close,Close
Ticker,ADI,CF
Date,,
1990-01-02,0.9906374216079712,
1990-01-03,0.9391753077507019,
1990-01-04,0.9263098835945129,
1990-01-05,0.9263098835945129,
1990-01-08,0.9263098835945129,
1990-01-09,0.9263098835945129,
1990-01-10,0.9263098835945129,
1990-01-11,0.9263098835945129,
1990-01-12,0.8877134919166565,
1990-01-15,0.8877134919166565,
1990-01-16,0.8748483657836914,
1990-01-17,0.8748483657836914,
1990-01-18,0.8619824051856995,
1990-01-19,0.8619824051856995,
1990-01-22,0.8619824051856995,
1990-01-23,0.8233863115310669,
1990-01-24,0.8105211853981018,
1990-01-25,0.7976559996604919,
1990-01-26,0.7976559996604919,
1990-01-29,0.7847902774810791,
1990-01-30,0.7719250321388245,
1990-01-31,0.7847902774810791,
1990-02-01,0.7719250321388245,
1990-02-02,0.7719250321388245,
1990-02-05,0.7719250321388245,
1990-02-06,0.7461937665939331,
1990-02-07,0.759059727191925,
1990-02-08,0.7719250321388245,
1990-02-09,0.7461937665939331,
1990-02-12,0.7461937665939331,
1990-02-13,0.759059727191925,
1990-02-14,0.7719250321388245,
1990-02-15,0.8105211853981018,
1990-02-16,0.8362520933151245,
1990-02-20,0.8233863115310669,
1990-02-21,0.8233863115310669,
1990-02-22,0.8233863115310669,
1990-02-23,0.8105211853981018,
1990-02-26,0.8362520933151245,
1990-02-27,0.8362520933151245,
1990-02-28,0.8362520933151245,
1990-03-01,0.8362520933151245,
1990-03-02,0.8491173386573792,
1990-03-05,0.8362520933151245,
1990-03-06,0.8362520933151245,
1990-03-07,0.8619824051856995,
1990-03-08,0.8619824051856995,
1990-03-09,0.8491173386573792,
1990-03-12,0.8491173386573792,
1990-03-13,0.8233863115310669,
1990-03-14,0.8233863115310669,
1990-03-15,0.8105211853981018,
1990-03-16,0.8362520933151245,
1990-03-19,0.8491173386573792,
1990-03-20,0.8362520933151245,
1990-03-21,0.8491173386573792,
1990-03-22,0.8362520933151245,
1990-03-23,0.8491173386573792,
1990-03-26,0.8491173386573792,
1990-03-27,0.8491173386573792,
1990-03-28,0.8362520933151245,
1990-03-29,0.8491173386573792,
1990-03-30,0.8491173386573792,
1990-04-02,0.8233863115310669,
1990-04-03,0.7847902774810791,
1990-04-04,0.7719250321388245,
1990-04-05,0.759059727191925,
1990-04-06,0.733328640460968,
1990-04-09,0.6947323679924011,
1990-04-10,0.7204635143280029,
1990-04-11,0.733328640460968,
1990-04-12,0.7461937665939331,
1990-04-16,0.759059727191925,
1990-04-17,0.7719250321388245,
