Price,Close,Close
Ticker,ALB,ALGN
Date,,
1994-02-22,4.286501407623291,
1994-02-23,4.101736545562744,
1994-02-24,4.027830600738525,
1994-02-25,3.8061130046844482,
1994-02-28,3.9169719219207764,
1994-03-01,3.8800203800201416,
1994-03-02,3.8800203800201416,
1994-03-03,3.843067169189453,
1994-03-04,3.990877628326416,
1994-03-07,3.990877628326416,
1994-03-08,4.027830600738525,
1994-03-09,4.064784049987793,
1994-03-10,4.064784049987793,
1994-03-11,4.249547004699707,
1994-03-14,4.471261024475098,
1994-03-15,4.397355556488037,
1994-03-16,4.397355556488037,
1994-03-17,4.486339092254639,
1994-03-18,4.523418426513672,
1994-03-21,4.560494899749756,
1994-03-22,4.634650707244873,
1994-03-23,4.671728610992432,
1994-03-24,4.59757137298584,
1994-03-25,4.560494899749756,
1994-03-28,4.523418426513672,
1994-03-29,4.449263572692871,
1994-03-30,4.375112056732178,
1994-03-31,4.375112056732178,
1994-04-04,4.375112056732178,
1994-04-05,4.523418426513672,
1994-04-06,4.375112056732178,
1994-04-07,4.412184715270996,
1994-04-08,4.449263572692871,
1994-04-11,4.300958156585693,
1994-04-12,4.226801872253418,
1994-04-13,4.152648448944092,
1994-04-14,4.115569591522217,
1994-04-15,4.078493595123291,
1994-04-18,4.300958156585693,
1994-04-19,4.300958156585693,
1994-04-20,4.226801872253418,
1994-04-21,4.078493595123291,
1994-04-22,4.300958156585693,
1994-04-25,4.523418426513672,
1994-04-26,4.375112056732178,
1994-04-28,4.3380351066589355,
1994-04-29,4.300958156585693,
1994-05-02,4.263879776000977,
1994-05-03,4.263879776000977,
1994-05-04,4.3380351066589355,
1994-05-05,4.300958156585693,
1994-05-06,4.300958156585693,
1994-05-09,4.300958156585693,
1994-05-10,4.449263572692871,
1994-05-11,4.486339092254639,
1994-05-12,4.59757137298584,
1994-05-13,4.375112056732178,
1994-05-16,4.412184715270996,
1994-05-17,4.449263572692871,
1994-05-18,4.449263572692871,
1994-05-19,4.486339092254639,
1994-05-20,4.375112056732178,
1994-05-23,4.300958156585693,
1994-05-24,4.486339092254639,
1994-05-25,4.560494899749756,
1994-05-26,4.59757137298584,
1994-05-27,4.634650707244873,
1994-05-31,4.782960414886475,
1994-06-01,4.671728610992432,
1994-06-02,4.671728610992432,
1994-06-03,4.59757137298584,
1994-06-06,4.671728610992432,
1994-06-07,4.708804130554199,
1994-06-08,4.671728610992432,
1994-06-09,4.6866068840026855,
1994-06-10,4.575019359588623,
1994-06-13,4.6866068840026855,
1994-06-14,4.798190116882324,
1994-06-15,4.872581958770752,
1994-06-16,5.0585618019104,
1994-06-17,4.9097747802734375,
1994-06-20,4.835387229919434,
1994-06-21,5.0585618019104,
1994-06-22,5.0585618019104,
1994-06-23,5.0585618019104,
1994-06-24,4.9841694831848145,
1994-06-27,4.9097747802734375,
1994-06-28,4.835387229919434,
1994-06-29,4.760994911193848,
1994-06-30,4.872581958770752,
1994-07-01,4.835387229919434,
1994-07-05,4.872581958770752,
1994-07-06,4.835387229919434,
1994-07-07,4.872581958770752,
1994-07-08,4.9097747802734375,
1994-07-11,4.9097747802734375,
1994-07-12,4.798190116882324,
1994-07-13,4.798190116882324,
1994-07-14,4.798190116882324,
1994-07-15,4.798190116882324,
1994-07-18,4.872581958770752,
1994-07-19,4.9841694831848145,
1994-07-20,5.0957536697387695,
1994-07-21,5.0957536697387695,
1994-07-22,5.0957536697387695,
1994-07-25,5.13294792175293,
1994-07-26,5.170145511627197,
1994-07-27,5.170145511627197,
1994-07-28,5.13294792175293,
1994-07-29,5.170145511627197,
1994-08-01,5.170145511627197,
1994-08-02,5.244535446166992,
1994-08-03,5.244535446166992,
1994-08-04,4.723802089691162,
1994-08-05,4.612215042114258,
1994-08-08,4.649410247802734,
1994-08-09,4.612215042114258,
1994-08-10,4.575019359588623,
1994-08-11,4.5006279945373535,
1994-08-12,4.575019359588623,
1994-08-15,4.649410247802734,
1994-08-16,4.798190116882324,
1994-08-17,4.798190116882324,
1994-08-18,4.760994911193848,
1994-08-19,4.9097747802734375,
1994-08-22,4.835387229919434,
1994-08-23,4.835387229919434,
1994-08-24,4.723802089691162,
1994-08-25,4.575019359588623,
1994-08-26,4.537822723388672,
1994-08-29,4.575019359588623,
1994-08-30,4.463433265686035,
1994-08-31,4.463433265686035,
1994-09-01,4.426238536834717,
1994-09-02,4.426238536834717,
1994-09-06,4.463433265686035,
1994-09-07,4.389045238494873,
1994-09-08,4.389045238494873,
1994-09-09,4.366650581359863,
1994-09-12,4.366650581359863,
1994-09-13,4.441292762756348,
1994-09-14,4.403975486755371,
1994-09-15,4.292006969451904,
1994-09-16,4.329330921173096,
1994-09-19,4.329330921173096,
1994-09-20,4.515936374664307,
1994-09-21,4.441292762756348,
1994-09-22,4.329330921173096,
1994-09-23,4.292006969451904,
1994-09-26,4.329330921173096,
1994-09-27,4.366650581359863,
1994-09-28,4.329330921173096,
1994-09-29,4.2546844482421875,
1994-09-30,4.292006969451904,
1994-10-03,4.292006969451904,
1994-10-04,4.2546844482421875,
1994-10-05,4.2546844482421875,
1994-10-06,4.292006969451904,
1994-10-07,4.2546844482421875,
1994-10-10,4.292006969451904,
1994-10-11,4.2546844482421875,
1994-10-12,4.2546844482421875,
1994-10-13,4.366650581359863,
1994-10-14,4.590579986572266,
1994-10-17,4.515936374664307,
1994-10-18,4.515936374664307,
1994-10-19,4.590579986572266,
1994-10-20,4.478614330291748,
1994-10-21,4.515936374664307,
1994-10-24,4.739869594573975,
1994-10-25,4.553258895874023,
1994-10-26,4.590579986572266,
1994-10-27,4.478614330291748,
1994-10-28,4.553258895874023,
1994-10-31,4.553258895874023,
1994-11-01,4.590579986572266,
1994-11-02,4.441292762756348,
1994-11-03,4.478614330291748,
1994-11-04,4.441292762756348,
1994-11-07,4.441292762756348,
1994-11-08,4.403975486755371,
1994-11-09,4.329330921173096,
1994-11-10,4.366650581359863,
1994-11-11,4.329330921173096,
1994-11-14,4.329330921173096,
1994-11-15,4.292006969451904,
1994-11-16,4.292006969451904,
1994-11-17,4.329330921173096,
1994-11-18,4.292006969451904,
1994-11-21,4.180044174194336,
1994-11-22,4.0680766105651855,
1994-11-23,4.0680766105651855,
1994-11-25,4.030754089355469,
1994-11-28,4.030754089355469,
1994-11-29,4.105397701263428,
1994-11-30,4.030754089355469,
1994-12-01,3.9561116695404053,
1994-12-02,4.030754089355469,
1994-12-05,4.030754089355469,
1994-12-06,3.9934303760528564,
1994-12-07,4.030754089355469,
1994-12-08,3.881464958190918,
1994-12-09,4.008849620819092,
1994-12-12,3.933919906616211,
1994-12-13,3.933919906616211,
1994-12-14,3.9713857173919678,
1994-12-15,4.008849620819092,
1994-12-16,4.008849620819092,
1994-12-19,4.046315670013428,
1994-12-20,4.046315670013428,
1994-12-21,3.933919906616211,
1994-12-22,4.008849620819092,
1994-12-23,4.046315670013428,
1994-12-27,4.046315670013428,
1994-12-28,3.933919906616211,
1994-12-29,4.083781719207764,
1994-12-30,4.158714294433594,
1995-01-03,4.158714294433594,
1995-01-04,4.27111291885376,
1995-01-05,4.121250629425049,
1995-01-06,4.1961822509765625,
1995-01-09,4.121250629425049,
1995-01-10,4.083781719207764,
1995-01-11,4.1961822509765625,
1995-01-12,4.083781719207764,
1995-01-13,4.233644962310791,
1995-01-16,4.308579921722412,
1995-01-17,4.27111291885376,
1995-01-18,4.158714294433594,
1995-01-19,4.158714294433594,
1995-01-20,4.27111291885376,
1995-01-23,4.233644962310791,
1995-01-24,4.158714294433594,
1995-01-25,3.8964521884918213,
1995-01-26,3.9713857173919678,
1995-01-27,4.008849620819092,
1995-01-30,3.8964521884918213,
1995-01-31,3.933919906616211,
1995-02-01,3.933919906616211,
1995-02-02,3.933919906616211,
1995-02-03,4.008849620819092,
1995-02-06,3.9713857173919678,
1995-02-07,3.9713857173919678,
1995-02-08,3.933919906616211,
1995-02-09,3.8964521884918213,
1995-02-10,3.933919906616211,
